"Action","Source address","Destination address","Port","Protocol"
"1","192.168.1.42","192.168.1.164","22","6"
"1","192.168.1.124","192.168.1.237","25","6"
"0","192.168.1.138","172.160.2.87","110","17"
"1","203.222.201.3","203.222.201.1","53","17"
"1","172.160.2.198","172.160.2.233","23","6"
"0","203.222.201.250","172.160.2.194","110","17"
"0","203.222.201.153","172.160.2.162","110","17"
"0","172.160.2.189","192.168.1.136","53","17"
"0","203.222.201.101","172.160.2.123","21","6"
"0","203.222.201.214","172.160.2.94","25","6"
"0","203.222.201.177","172.160.2.243","23","6"
"1","192.168.1.56","192.168.1.134","25","6"
"0","203.222.201.219","192.168.1.212","53","17"
"1","172.160.2.212","172.160.2.250","22","6"
"1","172.160.2.79","172.160.2.128","110","17"
"1","203.222.201.53","203.222.201.189","110","17"
"1","172.160.2.34","172.160.2.107","21","6"
"1","172.160.2.21","172.160.2.222","80","6"
"1","172.160.2.44","172.160.2.54","25","6"
"0","172.160.2.78","203.222.201.14","22","6"
"0","203.222.201.180","192.168.1.6","110","17"
"0","172.160.2.174","203.222.201.154","25","6"
"1","203.222.201.101","203.222.201.66","21","6"
"1","192.168.1.193","203.222.201.226","21","6"
"1","203.222.201.78","203.222.201.73","21","6"
"0","172.160.2.52","192.168.1.112","53","17"
"1","192.168.1.90","192.168.1.156","21","6"
"0","172.160.2.48","192.168.1.58","80","6"
"0","203.222.201.98","172.160.2.150","21","6"
"0","172.160.2.32","192.168.1.61","53","17"
"1","203.222.201.168","203.222.201.16","53","17"
"0","172.160.2.246","203.222.201.89","25","6"
"0","192.168.1.160","203.222.201.223","53","17"
"0","172.160.2.251","192.168.1.137","25","6"
"1","203.222.201.136","203.222.201.219","21","6"
"1","192.168.1.47","203.222.201.222","25","6"
"0","192.168.1.232","172.160.2.193","21","6"
"1","203.222.201.5","203.222.201.208","80","6"
"0","172.160.2.94","192.168.1.168","53","17"
"0","203.222.201.192","172.160.2.132","22","6"
"0","203.222.201.67","172.160.2.216","21","6"
"0","172.160.2.220","203.222.201.224","23","6"
"0","172.160.2.197","203.222.201.137","23","6"
"0","192.168.1.64","203.222.201.138","110","17"
"0","192.168.1.53","172.160.2.135","23","6"
"1","192.168.1.101","192.168.1.35","110","17"
"0","192.168.1.20","203.222.201.232","22","6"
"1","172.160.2.5","172.160.2.208","21","6"
"0","192.168.1.98","172.160.2.227","23","6"
"1","192.168.1.117","192.168.1.96","21","6"
"0","203.222.201.115","192.168.1.166","110","17"
"0","203.222.201.13","172.160.2.175","25","6"
"0","192.168.1.246","172.160.2.8","22","6"
"0","192.168.1.3","203.222.201.231","110","17"
"0","203.222.201.157","192.168.1.104","53","17"
"0","203.222.201.130","192.168.1.13","23","6"
"1","172.160.2.242","172.160.2.29","25","6"
"1","203.222.201.192","203.222.201.208","80","6"
"1","203.222.201.179","203.222.201.240","53","17"
"1","172.160.2.207","172.160.2.58","21","6"
"0","203.222.201.182","192.168.1.63","53","17"
"1","203.222.201.210","172.160.2.229","53","17"
"1","172.160.2.215","172.160.2.237","110","17"
"1","192.168.1.64","192.168.1.170","25","6"
"1","203.222.201.43","203.222.201.176","25","6"
"0","203.222.201.151","192.168.1.221","80","6"
"0","172.160.2.72","192.168.1.59","25","6"
"1","203.222.201.200","172.160.2.149","53","17"
"1","192.168.1.211","192.168.1.207","53","17"
"0","203.222.201.134","192.168.1.119","110","17"
"0","192.168.1.210","172.160.2.55","22","6"
"0","172.160.2.180","192.168.1.25","53","17"
"0","192.168.1.173","172.160.2.85","21","6"
"1","203.222.201.194","203.222.201.6","23","6"
"0","192.168.1.83","203.222.201.205","23","6"
"0","172.160.2.101","203.222.201.169","22","6"
"1","172.160.2.13","172.160.2.182","22","6"
"1","192.168.1.37","192.168.1.33","110","17"
"0","203.222.201.93","192.168.1.169","80","6"
"0","172.160.2.39","192.168.1.198","22","6"
"0","172.160.2.249","203.222.201.23","22","6"
"1","203.222.201.218","203.222.201.226","23","6"
"1","172.160.2.180","172.160.2.143","23","6"
"0","172.160.2.96","192.168.1.155","22","6"
"0","203.222.201.82","192.168.1.17","25","6"
"0","192.168.1.193","172.160.2.253","22","6"
"0","192.168.1.92","172.160.2.242","25","6"
"0","203.222.201.130","172.160.2.99","25","6"
"0","192.168.1.136","172.160.2.12","22","6"
"0","172.160.2.79","192.168.1.36","22","6"
"1","203.222.201.102","203.222.201.192","80","6"
"1","192.168.1.31","192.168.1.203","110","17"
"1","172.160.2.138","172.160.2.168","23","6"
"1","203.222.201.180","203.222.201.139","110","17"
"0","172.160.2.29","203.222.201.127","53","17"
"1","203.222.201.76","203.222.201.6","53","17"
"0","203.222.201.79","192.168.1.19","25","6"
"1","203.222.201.108","203.222.201.152","53","17"
"0","192.168.1.34","172.160.2.38","22","6"
"1","172.160.2.13","172.160.2.78","53","17"
"1","192.168.1.123","192.168.1.190","110","17"
"0","172.160.2.193","192.168.1.12","22","6"
"1","203.222.201.102","203.222.201.247","110","17"
"0","172.160.2.241","203.222.201.241","110","17"
"1","192.168.1.6","203.222.201.35","21","6"
"0","172.160.2.231","203.222.201.221","22","6"
"0","203.222.201.129","172.160.2.143","25","6"
"0","192.168.1.230","203.222.201.237","22","6"
"0","192.168.1.97","172.160.2.142","110","17"
"0","203.222.201.92","172.160.2.196","21","6"
"0","172.160.2.1","203.222.201.240","53","17"
"1","203.222.201.242","203.222.201.35","21","6"
"1","203.222.201.15","203.222.201.142","21","6"
"0","172.160.2.57","192.168.1.104","80","6"
"0","172.160.2.113","203.222.201.19","53","17"
"0","203.222.201.197","172.160.2.96","22","6"
"0","192.168.1.178","172.160.2.178","23","6"
"0","203.222.201.48","172.160.2.122","25","6"
"0","192.168.1.29","172.160.2.13","53","17"
"0","203.222.201.167","192.168.1.194","80","6"
"0","172.160.2.223","203.222.201.196","110","17"
"0","203.222.201.85","192.168.1.122","80","6"
"0","192.168.1.23","172.160.2.100","22","6"
"1","192.168.1.216","192.168.1.28","23","6"
"1","172.160.2.1","192.168.1.61","23","6"
"1","172.160.2.154","172.160.2.113","53","17"
"0","203.222.201.64","192.168.1.178","21","6"
"0","203.222.201.222","172.160.2.237","21","6"
"0","192.168.1.211","172.160.2.68","53","17"
"0","192.168.1.5","203.222.201.34","53","17"
"0","192.168.1.37","172.160.2.245","22","6"
"1","192.168.1.75","192.168.1.61","80","6"
"1","203.222.201.47","172.160.2.250","53","17"
"0","172.160.2.54","203.222.201.241","25","6"
"0","192.168.1.10","172.160.2.49","21","6"
"0","192.168.1.29","203.222.201.149","23","6"
"1","203.222.201.2","203.222.201.239","53","17"
"0","172.160.2.129","192.168.1.144","53","17"
"0","172.160.2.66","203.222.201.40","23","6"
"0","172.160.2.191","203.222.201.119","25","6"
"1","203.222.201.223","203.222.201.245","21","6"
"0","172.160.2.43","192.168.1.218","22","6"
"1","192.168.1.149","192.168.1.65","25","6"
"0","172.160.2.142","203.222.201.225","22","6"
"0","203.222.201.209","192.168.1.118","53","17"
"1","172.160.2.218","172.160.2.203","53","17"
"0","192.168.1.64","172.160.2.222","22","6"
"0","203.222.201.116","172.160.2.132","22","6"
"0","172.160.2.85","203.222.201.173","21","6"
"0","192.168.1.89","172.160.2.39","80","6"
"1","172.160.2.23","172.160.2.104","110","17"
"1","192.168.1.249","192.168.1.62","110","17"
"1","172.160.2.176","172.160.2.250","23","6"
"1","192.168.1.140","192.168.1.109","53","17"
"0","172.160.2.49","203.222.201.77","53","17"
"1","192.168.1.222","203.222.201.86","25","6"
"1","203.222.201.250","203.222.201.75","25","6"
"1","172.160.2.136","172.160.2.20","22","6"
"1","203.222.201.84","203.222.201.170","53","17"
"0","203.222.201.105","192.168.1.191","80","6"
"1","203.222.201.244","203.222.201.166","21","6"
"0","203.222.201.101","192.168.1.169","25","6"
"0","203.222.201.186","172.160.2.252","22","6"
"1","192.168.1.9","203.222.201.90","21","6"
"1","203.222.201.195","203.222.201.40","110","17"
"0","172.160.2.90","203.222.201.234","80","6"
"1","203.222.201.194","203.222.201.166","23","6"
"0","203.222.201.150","172.160.2.208","110","17"
"0","203.222.201.156","192.168.1.35","53","17"
"0","203.222.201.161","172.160.2.96","22","6"
"1","192.168.1.187","192.168.1.250","110","17"
"1","203.222.201.52","203.222.201.103","53","17"
"0","172.160.2.213","203.222.201.216","110","17"
"1","192.168.1.166","203.222.201.215","25","6"
"0","172.160.2.5","203.222.201.199","21","6"
"1","192.168.1.215","192.168.1.228","80","6"
"1","172.160.2.67","172.160.2.108","23","6"
"0","172.160.2.206","203.222.201.178","22","6"
"1","203.222.201.7","203.222.201.128","110","17"
"0","172.160.2.196","192.168.1.148","53","17"
"0","203.222.201.95","192.168.1.246","23","6"
"0","172.160.2.252","192.168.1.13","110","17"
"0","192.168.1.33","172.160.2.239","80","6"
"0","203.222.201.130","192.168.1.22","21","6"
"1","192.168.1.180","192.168.1.153","53","17"
"1","192.168.1.174","192.168.1.126","110","17"
"1","203.222.201.86","203.222.201.23","25","6"
"0","203.222.201.110","192.168.1.139","53","17"
"0","172.160.2.57","203.222.201.240","110","17"
"0","192.168.1.71","203.222.201.136","23","6"
"1","203.222.201.236","203.222.201.53","23","6"
"1","172.160.2.111","172.160.2.39","110","17"
"1","172.160.2.181","192.168.1.250","23","6"
"0","172.160.2.101","203.222.201.119","23","6"
"1","192.168.1.124","203.222.201.66","25","6"
"0","192.168.1.118","172.160.2.133","22","6"
"1","192.168.1.9","192.168.1.234","80","6"
"0","192.168.1.138","172.160.2.187","22","6"
"1","203.222.201.82","203.222.201.3","53","17"
"0","203.222.201.233","192.168.1.181","21","6"
"0","172.160.2.59","203.222.201.179","80","6"
"0","203.222.201.83","172.160.2.228","23","6"
"1","203.222.201.189","203.222.201.227","80","6"
"0","203.222.201.168","172.160.2.16","22","6"
"1","172.160.2.154","172.160.2.252","23","6"
"0","203.222.201.241","192.168.1.98","53","17"
"1","203.222.201.254","203.222.201.199","80","6"
"0","192.168.1.164","172.160.2.129","25","6"
"0","203.222.201.135","172.160.2.206","22","6"
"0","203.222.201.227","172.160.2.163","22","6"
"0","192.168.1.91","172.160.2.38","23","6"
"0","172.160.2.110","203.222.201.158","21","6"
"1","203.222.201.40","203.222.201.156","25","6"
"1","203.222.201.192","203.222.201.185","25","6"
"0","203.222.201.206","172.160.2.218","25","6"
"1","172.160.2.156","172.160.2.122","53","17"
"0","192.168.1.26","172.160.2.120","21","6"
"0","172.160.2.217","192.168.1.86","53","17"
"1","172.160.2.87","172.160.2.134","25","6"
"0","172.160.2.81","203.222.201.111","110","17"
"1","172.160.2.124","172.160.2.95","25","6"
"1","203.222.201.186","203.222.201.25","25","6"
"1","192.168.1.207","192.168.1.48","53","17"
"0","172.160.2.37","192.168.1.14","25","6"
"0","172.160.2.175","192.168.1.2","21","6"
"1","172.160.2.52","172.160.2.192","23","6"
"1","192.168.1.122","192.168.1.30","21","6"
"0","192.168.1.81","172.160.2.94","80","6"
"0","203.222.201.104","192.168.1.137","110","17"
"0","172.160.2.252","192.168.1.175","53","17"
"1","203.222.201.184","203.222.201.191","23","6"
"1","203.222.201.203","172.160.2.195","53","17"
"1","172.160.2.139","172.160.2.82","53","17"
"0","203.222.201.62","172.160.2.33","23","6"
"0","172.160.2.184","192.168.1.230","21","6"
"1","203.222.201.14","203.222.201.69","23","6"
"0","192.168.1.8","203.222.201.208","22","6"
"0","203.222.201.175","192.168.1.2","21","6"
"1","172.160.2.204","172.160.2.242","23","6"
"0","172.160.2.184","192.168.1.73","53","17"
"0","192.168.1.30","203.222.201.20","22","6"
"0","192.168.1.78","203.222.201.145","22","6"
"0","203.222.201.224","192.168.1.190","23","6"
"0","203.222.201.34","192.168.1.236","110","17"
"0","192.168.1.14","203.222.201.124","22","6"
"0","192.168.1.173","203.222.201.172","80","6"
"0","172.160.2.111","192.168.1.91","21","6"
"0","203.222.201.5","192.168.1.251","25","6"
"1","172.160.2.140","172.160.2.74","110","17"
"0","203.222.201.68","172.160.2.97","25","6"
"1","192.168.1.65","192.168.1.209","53","17"
"1","192.168.1.92","192.168.1.170","80","6"
"0","192.168.1.241","172.160.2.241","25","6"
"0","192.168.1.42","172.160.2.155","25","6"
"0","172.160.2.92","192.168.1.48","53","17"
"0","203.222.201.28","192.168.1.15","23","6"
"0","203.222.201.153","192.168.1.205","80","6"
"1","203.222.201.162","203.222.201.242","23","6"
"1","172.160.2.221","172.160.2.109","23","6"
"1","172.160.2.92","172.160.2.177","21","6"
"0","192.168.1.146","203.222.201.134","53","17"
"0","192.168.1.105","172.160.2.90","80","6"
"0","192.168.1.187","203.222.201.104","23","6"
"0","192.168.1.65","203.222.201.183","23","6"
"1","203.222.201.135","203.222.201.57","110","17"
"1","192.168.1.219","203.222.201.34","25","6"
"0","192.168.1.229","172.160.2.79","80","6"
"0","203.222.201.207","192.168.1.3","80","6"
"0","172.160.2.221","192.168.1.144","80","6"
"1","172.160.2.65","172.160.2.82","80","6"
"0","172.160.2.160","192.168.1.90","21","6"
"1","172.160.2.237","172.160.2.134","110","17"
"0","172.160.2.58","192.168.1.21","53","17"
"0","172.160.2.178","203.222.201.186","25","6"
"0","203.222.201.118","192.168.1.43","110","17"
"1","172.160.2.93","172.160.2.252","80","6"
"0","203.222.201.137","192.168.1.8","22","6"
"0","203.222.201.201","172.160.2.141","25","6"
"1","172.160.2.39","172.160.2.113","110","17"
"1","203.222.201.196","203.222.201.168","110","17"
"1","203.222.201.48","203.222.201.49","53","17"
"0","203.222.201.164","192.168.1.75","23","6"
"0","203.222.201.98","192.168.1.114","53","17"
"0","203.222.201.45","172.160.2.206","80","6"
"1","192.168.1.1","203.222.201.168","25","6"
"0","203.222.201.155","192.168.1.22","53","17"
"0","172.160.2.214","203.222.201.58","22","6"
"1","172.160.2.230","172.160.2.95","110","17"
"0","203.222.201.158","172.160.2.38","22","6"
"1","172.160.2.20","172.160.2.197","21","6"
"1","203.222.201.8","203.222.201.165","80","6"
"1","203.222.201.143","203.222.201.18","25","6"
"1","203.222.201.182","203.222.201.249","80","6"
"0","172.160.2.193","203.222.201.153","23","6"
"1","172.160.2.52","192.168.1.245","23","6"
"0","192.168.1.135","203.222.201.13","23","6"
"1","172.160.2.137","172.160.2.229","22","6"
"0","203.222.201.125","192.168.1.97","21","6"
"0","203.222.201.61","192.168.1.147","25","6"
"1","192.168.1.231","203.222.201.86","25","6"
"1","192.168.1.68","192.168.1.241","110","17"
"0","192.168.1.90","172.160.2.236","110","17"
"1","203.222.201.232","203.222.201.227","22","6"
"0","203.222.201.51","192.168.1.249","22","6"
"0","172.160.2.244","192.168.1.75","25","6"
"1","172.160.2.14","172.160.2.18","22","6"
"0","172.160.2.158","203.222.201.159","22","6"
"0","172.160.2.126","203.222.201.124","110","17"
"1","203.222.201.216","203.222.201.101","80","6"
"1","192.168.1.215","203.222.201.102","21","6"
"0","172.160.2.135","192.168.1.251","110","17"
"0","172.160.2.3","203.222.201.160","53","17"
"0","172.160.2.227","192.168.1.237","110","17"
"0","203.222.201.2","172.160.2.127","21","6"
"1","192.168.1.165","203.222.201.210","21","6"
"1","203.222.201.44","203.222.201.33","110","17"
"0","172.160.2.25","192.168.1.34","110","17"
"0","203.222.201.180","192.168.1.136","23","6"
"1","192.168.1.166","192.168.1.225","110","17"
"0","192.168.1.201","172.160.2.178","110","17"
"0","192.168.1.236","203.222.201.226","22","6"
"0","172.160.2.213","192.168.1.69","80","6"
"1","172.160.2.233","172.160.2.147","23","6"
"1","203.222.201.85","203.222.201.83","53","17"
"1","203.222.201.16","172.160.2.106","53","17"
"0","172.160.2.166","203.222.201.54","80","6"
"0","172.160.2.32","192.168.1.71","21","6"
"1","172.160.2.166","172.160.2.99","21","6"
"0","203.222.201.145","192.168.1.169","22","6"
"1","172.160.2.218","172.160.2.150","22","6"
"0","172.160.2.205","203.222.201.180","25","6"
"1","203.222.201.27","203.222.201.159","110","17"
"1","192.168.1.46","203.222.201.81","21","6"
"1","192.168.1.160","192.168.1.2","22","6"
"0","192.168.1.21","172.160.2.41","110","17"
"0","203.222.201.186","172.160.2.121","25","6"
"1","192.168.1.13","203.222.201.112","21","6"
"0","192.168.1.22","172.160.2.247","80","6"
"0","192.168.1.221","203.222.201.115","22","6"
"0","203.222.201.110","172.160.2.253","22","6"
"0","172.160.2.81","192.168.1.221","53","17"
"0","203.222.201.166","192.168.1.98","23","6"
"0","172.160.2.245","192.168.1.195","21","6"
"1","192.168.1.99","203.222.201.150","25","6"
"1","203.222.201.97","203.222.201.215","23","6"
"1","172.160.2.14","172.160.2.160","25","6"
"0","172.160.2.13","203.222.201.199","53","17"
"0","203.222.201.101","192.168.1.240","22","6"
"0","172.160.2.29","203.222.201.130","22","6"
"0","172.160.2.122","192.168.1.95","22","6"
"0","192.168.1.165","172.160.2.13","110","17"
"1","192.168.1.236","192.168.1.95","53","17"
"0","192.168.1.130","203.222.201.213","80","6"
"1","203.222.201.9","203.222.201.177","22","6"
"0","192.168.1.162","203.222.201.72","53","17"
"1","203.222.201.75","203.222.201.9","22","6"
"0","192.168.1.106","203.222.201.54","110","17"
"1","172.160.2.12","172.160.2.85","53","17"
"1","192.168.1.165","192.168.1.134","21","6"
"0","172.160.2.234","192.168.1.102","22","6"
"0","203.222.201.197","192.168.1.114","110","17"
"0","203.222.201.19","192.168.1.97","22","6"
"1","172.160.2.11","172.160.2.118","23","6"
"0","172.160.2.77","203.222.201.243","23","6"
"0","172.160.2.76","203.222.201.1","53","17"
"1","203.222.201.180","203.222.201.195","21","6"
"1","172.160.2.90","172.160.2.66","25","6"
"0","192.168.1.105","172.160.2.235","21","6"
"0","172.160.2.223","192.168.1.188","110","17"
"0","172.160.2.245","192.168.1.85","22","6"
"1","172.160.2.239","172.160.2.180","21","6"
"0","172.160.2.41","203.222.201.72","23","6"
"0","192.168.1.250","172.160.2.170","22","6"
"0","192.168.1.165","203.222.201.185","80","6"
"0","172.160.2.130","192.168.1.72","110","17"
"0","172.160.2.4","192.168.1.187","53","17"
"1","203.222.201.29","203.222.201.177","80","6"
"0","203.222.201.80","192.168.1.146","23","6"
"1","203.222.201.193","172.160.2.117","53","17"
"0","203.222.201.120","172.160.2.240","21","6"
"0","172.160.2.101","192.168.1.102","110","17"
"0","192.168.1.194","172.160.2.69","23","6"
"0","192.168.1.86","203.222.201.153","110","17"
"0","192.168.1.170","172.160.2.44","25","6"
"1","172.160.2.168","172.160.2.61","23","6"
"0","203.222.201.165","172.160.2.58","110","17"
"1","192.168.1.161","192.168.1.60","110","17"
"1","192.168.1.237","192.168.1.81","53","17"
"0","172.160.2.123","203.222.201.92","53","17"
"1","203.222.201.8","203.222.201.33","80","6"
"0","192.168.1.12","172.160.2.247","25","6"
"0","172.160.2.37","192.168.1.252","110","17"
"1","203.222.201.249","203.222.201.209","22","6"
"0","172.160.2.137","192.168.1.81","53","17"
"0","192.168.1.72","203.222.201.201","22","6"
"0","203.222.201.80","192.168.1.40","21","6"
"0","192.168.1.115","172.160.2.168","21","6"
